Country,State,City,Locality,Area_Type,Plot_Size_sqft,Builtup_Area_sqft,Carpet_Area_sqft,Floors,Floor_Number,Bedrooms,Bathrooms,Balconies,Living_Rooms,Dining_Room,Kitchens,Study_Room,Office_Room,Parking,Garden,Swimming_Pool,Terrace,Basement,Lift,Property_Age_years,Facing_Direction,Furnishing,Smart_Home,Solar_Panels,EV_Charging,Security_System,Water_Supply,Power_Backup,School_Dist_km,Hospital_Dist_km,Metro_Dist_km,Airport_Dist_km,School_Index,Hospital_Index,Transit_Index,Safety_Score,Green_Space_Score,AQI,Price_INR
India,Maharashtra,Pune,Koregaon Park,Super Built-up,3924,2733,2269,20,17,5,5,3,1,1,1,1,0,2,1,0,0,0,1,7,South,Semi-Furnished,0,0,0,1,24/7 Supply,Partial,3.74,0.66,7.55,64.98,7.0,9.7,7.7,7.0,6.8,149,95470000
India,Punjab & Chandigarh,Amritsar,Verka Village,Plot Area,2414,1555,1283,2,1,3,3,2,1,1,1,0,1,2,1,0,0,1,0,23,South-West,Semi-Furnished,0,1,0,0,Borewell Only,Partial,10.3,18.23,30.03,77.69,1.8,1.0,1.0,8.2,9.8,66,5540000
India,Delhi NCR,Faridabad,Surajkund,Super Built-up,2729,1841,1503,10,5,3,3,3,1,1,1,0,0,2,1,0,1,0,1,19,North,Semi-Furnished,0,1,0,0,Corporation + Borewell,Full,0.88,1.51,5.65,25.75,9.3,9.2,8.3,9.0,7.5,117,42940000
India,Uttar Pradesh,Varanasi,Sarnath Village,Plot Area,2339,1804,1511,2,1,3,3,3,1,1,1,0,0,0,1,0,1,1,0,5,East,Semi-Furnished,0,1,1,1,Borewell Only,Full,11.21,5.94,17.54,33.67,1.0,7.0,4.7,8.6,9.3,39,7430000
India,West Bengal,Kolkata,Rajarhat,Super Built-up,2724,1860,1543,10,3,3,3,2,2,1,1,0,1,1,0,0,1,0,1,9,West,Fully-Furnished,0,1,0,1,24/7 Supply,Partial,3.82,4.69,4.59,63.3,6.9,7.7,8.6,6.0,7.1,66,37110000
India,West Bengal,Kolkata,Alipore,Super Built-up,1997,1569,1340,20,14,3,3,3,1,1,1,0,0,1,0,0,0,0,1,24,West,Semi-Furnished,1,0,0,0,Corporation + Borewell,Full,3.16,4.31,0.66,59.27,7.5,7.8,9.8,7.2,6.1,143,13220000
India,Kerala,Kochi,Marine Drive,Super Built-up,927,640,536,10,6,1,2,2,1,0,1,0,0,2,1,0,0,0,1,23,North-East,Semi-Furnished,0,0,0,1,Corporation + Borewell,Partial,2.6,4.22,3.34,70.21,7.9,7.9,9.0,9.0,6.8,201,8180000
India,Telangana,Warangal,Mamnoor Village,Plot Area,2639,2113,1760,2,1,3,3,2,2,1,1,0,1,2,1,0,0,0,0,21,East,Unfurnished,0,1,0,1,Borewell Only,Full,3.87,4.49,36.76,78.36,6.9,7.8,1.0,9.0,9.7,73,6350000
India,Karnataka,Mangalore,Bejai,Super Built-up,1614,1335,1150,4,3,2,3,1,1,1,1,1,0,3,0,0,0,0,1,5,South-East,Semi-Furnished,0,0,0,1,Corporation + Borewell,Partial,2.25,5.29,4.31,31.65,8.2,7.4,8.7,8.9,5.9,198,20100000
India,Punjab & Chandigarh,Amritsar,Ranjit Avenue,Super Built-up,1085,722,613,4,4,1,1,1,1,0,1,0,0,1,0,0,1,0,1,16,South-West,Semi-Furnished,0,0,0,1,24/7 Supply,Full,0.93,0.83,1.6,33.23,9.3,9.6,9.5,8.8,6.3,92,12950000
India,Karnataka,Mysore,Yelwal Village,Plot Area,2663,1840,1559,2,2,3,2,1,1,1,1,0,0,1,1,0,1,1,0,23,North,Semi-Furnished,0,1,1,0,Borewell Only,Partial,7.56,6.75,18.05,48.19,4.0,6.6,4.6,8.1,9.2,51,13390000
India,Gujarat,Vadodara,Bhayli Village,Plot Area,1685,1242,1022,2,1,2,2,2,1,1,1,0,0,1,1,0,1,1,0,6,South,Semi-Furnished,0,1,0,0,Borewell Only,Partial,4.23,10.01,37.19,36.95,6.6,5.0,1.0,9.4,9.5,28,6230000
India,Uttar Pradesh,Kanpur,Swaroop Nagar,Super Built-up,2539,1968,1583,4,1,3,3,2,1,1,1,0,0,1,1,1,0,0,1,17,South,Semi-Furnished,1,1,1,1,Corporation + Borewell,Partial,2.1,0.64,7.58,64.99,8.3,9.7,7.7,6.6,5.9,160,16250000
India,Rajasthan,Jaipur,Vaishali Nagar,Super Built-up,2547,1809,1468,4,2,3,2,1,2,1,1,1,0,2,1,0,0,0,1,9,South-East,Fully-Furnished,1,0,0,0,Corporation + Borewell,Full,2.63,3.8,7.95,33.16,7.9,8.1,7.6,7.9,6.6,111,31590000
India,Telangana,Hyderabad,Jubilee Hills,Super Built-up,2583,2006,1741,10,4,3,4,2,2,1,1,1,1,2,0,0,1,0,1,0,North-East,Unfurnished,0,0,0,1,24/7 Supply,Partial,2.42,5.0,0.53,65.61,8.1,7.5,9.8,6.6,7.5,188,45210000
India,Delhi NCR,Delhi,Saket,Super Built-up,2422,1969,1578,30,14,4,4,1,1,1,1,1,0,0,0,1,0,0,1,3,West,Semi-Furnished,0,0,0,1,24/7 Supply,Partial,2.3,4.77,1.81,50.47,8.2,7.6,9.5,6.1,6.0,84,62520000
India,Karnataka,Mangalore,Kadri,Plot Area,2155,1525,1297,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,1,10,North-West,Unfurnished,0,0,1,0,Corporation + Borewell,Full,1.3,2.2,1.03,66.62,9.0,8.9,9.7,6.2,7.2,161,15180000
India,Tamil Nadu,Chennai,Velachery,Plot Area,2456,1613,1291,10,7,3,4,1,2,1,1,0,0,2,1,0,1,1,1,13,North,Unfurnished,0,0,1,1,24/7 Supply,Full,0.65,1.97,2.16,23.96,9.5,9.0,9.4,9.1,5.3,175,23710000
India,Gujarat,Surat,Hazira Village,Plot Area,2421,1888,1587,2,1,4,5,2,2,1,1,1,1,1,1,0,1,0,0,18,North,Semi-Furnished,0,1,1,0,Borewell Only,Partial,3.68,8.74,29.49,20.31,7.1,5.6,1.2,8.3,7.9,61,10530000
India,Telangana,Warangal,Subedari,Super Built-up,2638,1932,1657,10,6,3,3,2,1,1,1,0,0,2,0,1,0,0,1,17,West,Semi-Furnished,0,1,0,1,24/7 Supply,Partial,2.16,5.05,1.26,58.69,8.3,7.5,9.6,8.9,6.5,198,44920000
India,Punjab & Chandigarh,Amritsar,Verka Village,Plot Area,1021,672,553,2,1,1,2,1,1,1,1,1,0,2,1,0,0,0,0,15,South,Semi-Furnished,0,1,1,1,Borewell Only,Partial,4.42,14.5,23.49,49.73,6.5,2.8,3.0,7.6,7.9,67,1770000
India,Punjab & Chandigarh,Chandigarh,Sector 17,Super Built-up,2417,1515,1244,10,1,3,3,0,1,1,1,0,0,2,1,0,0,0,1,0,East,Semi-Furnished,0,0,0,1,Corporation + Borewell,Partial,2.9,0.71,7.47,79.88,7.7,9.6,7.8,8.0,4.7,142,32980000
India,Telangana,Warangal,Subedari,Carpet Area,916,627,525,4,3,1,1,3,1,1,1,1,0,2,0,0,0,0,1,24,South-West,Semi-Furnished,0,1,0,1,Corporation + Borewell,Partial,3.23,3.73,4.67,44.44,7.4,8.1,8.6,9.0,8.3,61,12480000
India,Maharashtra,Pune,Mulshi Village,Plot Area,1762,1217,1045,2,2,2,2,1,1,1,1,0,1,2,1,0,1,1,0,23,South,Unfurnished,0,1,0,0,Borewell Only,Full,5.96,17.81,45.98,67.3,5.2,1.1,1.0,8.4,7.1,45,7900000
India,Tamil Nadu,Chennai,Anna Nagar,Super Built-up,2379,1850,1571,4,3,3,4,1,1,1,1,0,0,1,0,0,0,0,1,21,North-West,Unfurnished,0,1,1,1,Corporation + Borewell,Full,1.18,5.36,1.71,65.41,9.1,7.3,9.5,6.1,5.9,217,26540000
India,Karnataka,Bangalore,Electronic City,Super Built-up,1823,1199,1033,10,10,2,2,3,1,1,1,0,0,1,0,1,1,0,1,9,North-East,Semi-Furnished,1,0,1,0,24/7 Supply,Partial,3.38,1.35,2.96,32.5,7.3,9.3,9.1,7.2,4.3,125,17800000
India,Delhi NCR,Faridabad,Surajkund,Super Built-up,2511,2056,1714,10,7,3,4,3,1,1,1,0,0,1,0,0,0,0,1,16,South-West,Fully-Furnished,0,1,0,1,Corporation + Borewell,Partial,1.52,2.06,3.81,35.54,8.8,9.0,8.9,8.9,4.2,78,48360000
India,Kerala,Thiruvananthapuram,Kowdiar,Carpet Area,2047,1541,1322,4,2,3,4,3,2,1,1,0,0,0,0,1,1,0,1,13,West,Semi-Furnished,1,1,0,0,Corporation + Borewell,Full,1.08,0.95,6.04,77.73,9.1,9.5,8.2,6.4,6.1,103,23640000
India,Uttar Pradesh,Lucknow,Aliganj,Super Built-up,1685,1385,1129,4,3,2,2,3,1,1,1,1,0,2,1,1,0,0,1,14,East,Semi-Furnished,0,1,0,0,Corporation + Borewell,Partial,3.7,1.02,3.78,44.15,7.0,9.5,8.9,8.5,5.9,137,18630000
India,Kerala,Kochi,Marine Drive,Super Built-up,2464,1639,1373,20,14,3,2,3,1,1,1,0,0,2,0,1,0,0,1,21,South-East,Unfurnished,1,1,1,1,24/7 Supply,Full,3.5,1.38,4.57,25.36,7.2,9.3,8.6,6.5,8.1,218,25390000
India,Karnataka,Mangalore,Ullal Village,Plot Area,2419,2011,1617,2,2,3,4,1,1,1,1,1,0,2,1,0,1,0,0,23,North-West,Fully-Furnished,0,1,1,1,Borewell Only,Full,8.12,5.18,44.59,38.19,3.5,7.4,1.0,8.6,7.5,64,10000000
India,Kerala,Thiruvananthapuram,Kazhakkoottam,Super Built-up,2403,1554,1282,10,7,2,2,0,1,1,1,0,0,1,0,0,0,0,1,10,South,Fully-Furnished,1,0,0,0,Corporation + Borewell,None,1.89,5.28,3.21,75.64,8.5,7.4,9.0,9.0,4.1,173,10330000
India,Rajasthan,Jaipur,C-Scheme,Super Built-up,3188,2607,2200,20,1,4,3,2,2,1,1,0,1,2,1,0,0,0,1,1,South-East,Fully-Furnished,0,0,0,1,24/7 Supply,Full,0.92,1.88,3.42,57.18,9.3,9.1,9.0,7.5,7.6,152,32890000
India,Tamil Nadu,Chennai,ECR,Super Built-up,2255,1513,1304,4,3,3,3,1,2,1,1,0,0,0,0,0,1,0,1,0,South-East,Fully-Furnished,1,1,0,1,Corporation + Borewell,None,0.42,4.02,0.64,20.33,9.7,8.0,9.8,6.3,8.5,60,38160000
India,Rajasthan,Udaipur,Bhuwana Village,Plot Area,757,619,512,2,1,1,2,2,1,0,1,1,0,1,1,0,1,0,0,15,South-East,Unfurnished,0,1,0,0,Borewell Only,Partial,11.14,9.27,36.63,66.64,1.1,5.4,1.0,9.4,9.7,68,1080000
India,Delhi NCR,Faridabad,Ballabhgarh Village,Plot Area,2760,2018,1672,2,2,3,4,3,1,1,1,0,0,2,1,0,1,1,0,20,North,Semi-Furnished,0,1,0,1,Borewell Only,Partial,3.59,13.55,31.23,40.46,7.1,3.2,1.0,7.7,9.6,72,9370000
India,West Bengal,Kolkata,Park Street,Super Built-up,1466,1009,819,20,20,2,2,3,1,1,1,1,0,3,0,0,1,0,1,19,East,Semi-Furnished,0,1,0,1,Corporation + Borewell,Partial,1.98,2.45,3.6,54.86,8.4,8.8,8.9,7.7,6.9,67,11680000
India,Telangana,Hyderabad,Gachibowli,Super Built-up,2344,1599,1353,20,2,3,4,2,1,1,1,0,0,2,0,0,0,0,1,8,North-East,Semi-Furnished,0,0,0,1,24/7 Supply,Full,3.79,4.15,5.72,45.62,7.0,7.9,8.3,8.7,4.8,213,33200000
India,Telangana,Hyderabad,Jubilee Hills,Super Built-up,705,573,477,30,17,1,1,2,1,1,1,0,0,2,0,0,1,0,1,22,South,Unfurnished,0,0,0,1,24/7 Supply,Full,1.55,0.66,7.84,64.99,8.8,9.7,7.6,6.2,5.1,136,8450000
India,Delhi NCR,Noida,Yamuna Expressway Village,Plot Area,1125,733,614,2,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,13,South,Semi-Furnished,0,1,0,1,Borewell Only,Full,3.19,18.76,41.09,63.41,7.4,1.0,1.0,8.5,8.8,60,3050000
India,Kerala,Thiruvananthapuram,Kovalam Village,Plot Area,4325,2774,2252,2,1,4,4,2,2,1,1,1,0,0,1,0,0,1,0,12,North-East,Semi-Furnished,0,1,0,1,Borewell Only,Full,9.35,7.04,35.93,29.61,2.5,6.5,1.0,9.2,7.8,60,6980000
India,West Bengal,Howrah,Santragachi,Super Built-up,1958,1348,1130,4,2,2,3,1,1,1,1,1,0,2,0,1,0,0,1,14,East,Semi-Furnished,0,1,0,0,Corporation + Borewell,None,3.24,2.51,2.42,62.29,7.4,8.7,9.3,6.4,8.0,73,19820000
India,Rajasthan,Udaipur,Hiran Magri,Super Built-up,2267,1450,1217,20,16,2,2,1,1,1,1,1,0,2,0,0,0,0,1,22,North-East,Semi-Furnished,1,0,0,0,24/7 Supply,Partial,1.08,5.51,6.29,33.43,9.1,7.2,8.1,8.6,6.3,152,23060000
India,Punjab & Chandigarh,Chandigarh,Manimajra Village,Plot Area,2259,1509,1249,2,1,3,3,2,1,1,1,1,0,1,1,0,0,0,0,10,North-East,Semi-Furnished,0,1,1,1,Borewell Only,Partial,2.33,9.04,27.02,50.73,8.1,5.5,1.9,9.5,8.9,67,4670000
India,Uttar Pradesh,Kanpur,Swaroop Nagar,Super Built-up,2342,1921,1644,20,6,3,3,1,2,1,1,0,0,1,0,0,0,0,1,17,East,Semi-Furnished,0,0,1,0,24/7 Supply,Partial,3.41,1.07,6.65,48.62,7.3,9.5,8.0,8.5,5.1,115,20630000
India,Rajasthan,Udaipur,Sukher,Super Built-up,1605,1294,1124,4,2,2,2,2,1,1,1,1,0,1,0,1,0,0,1,15,North-West,Fully-Furnished,0,1,0,1,24/7 Supply,Partial,3.38,3.81,1.74,21.42,7.3,8.1,9.5,8.4,7.7,136,18480000
India,Rajasthan,Udaipur,Sukher,Carpet Area,922,676,581,10,7,1,1,1,1,0,1,0,0,2,0,1,0,0,1,10,South-East,Fully-Furnished,0,0,1,1,Corporation + Borewell,Full,2.65,4.11,5.77,72.01,7.9,7.9,8.3,9.1,4.9,101,8290000
India,Tamil Nadu,Chennai,T Nagar,Carpet Area,2586,2064,1722,10,9,3,4,2,2,1,1,0,1,1,0,0,0,0,1,15,North-West,Unfurnished,0,1,1,0,Corporation + Borewell,Partial,3.07,5.25,7.01,63.78,7.5,7.4,7.9,6.2,4.4,71,20540000
India,Maharashtra,Nashik,Pathardi Phata,Super Built-up,877,700,563,10,6,1,2,2,1,1,1,0,0,1,0,0,0,0,1,9,South-East,Unfurnished,1,1,0,1,Corporation + Borewell,None,2.02,4.41,3.78,36.68,8.4,7.8,8.9,7.0,6.7,88,16820000
India,Delhi NCR,Faridabad,Sector 15,Super Built-up,1690,1251,1085,20,18,2,1,2,1,1,1,1,1,2,0,1,1,0,1,12,West,Fully-Furnished,0,1,0,0,Corporation + Borewell,Partial,4.0,4.48,7.23,20.97,6.8,7.8,7.8,8.5,6.1,170,26730000
India,Kerala,Kochi,Kakkanad,Carpet Area,2949,2142,1748,20,18,3,2,3,2,1,1,1,0,2,0,0,0,0,1,0,East,Unfurnished,0,0,0,0,Corporation + Borewell,Full,0.99,2.53,1.86,38.77,9.2,8.7,9.4,6.1,6.8,98,44300000
India,Tamil Nadu,Chennai,Adyar,Super Built-up,1026,653,553,20,11,1,1,2,1,1,1,0,1,2,0,0,0,0,1,24,South-East,Semi-Furnished,0,1,0,0,Corporation + Borewell,Partial,0.73,3.34,6.32,75.09,9.4,8.3,8.1,7.4,4.0,125,8570000
India,Uttar Pradesh,Varanasi,Cantonment,Super Built-up,942,766,655,4,4,1,1,2,1,0,1,1,1,2,1,1,1,0,1,4,South-East,Semi-Furnished,1,0,0,0,24/7 Supply,Full,1.62,3.72,6.52,54.96,8.7,8.1,8.0,8.9,7.1,148,8160000
India,Kerala,Kochi,Kakkanad,Carpet Area,2141,1369,1164,20,14,2,2,0,1,1,1,1,0,2,0,1,0,0,1,6,South,Semi-Furnished,0,0,0,1,24/7 Supply,Full,3.36,3.88,1.48,70.23,7.3,8.1,9.6,8.9,7.2,139,23500000
India,Telangana,Hyderabad,Tellapur,Super Built-up,2934,2413,2072,20,8,4,4,0,1,1,1,0,1,0,1,0,0,0,1,20,West,Semi-Furnished,1,0,0,0,24/7 Supply,None,1.45,4.89,4.06,70.92,8.8,7.6,8.8,7.8,4.9,188,16930000
India,Karnataka,Hubli-Dharwad,Vidyanagar,Plot Area,2995,2215,1797,4,4,3,3,1,1,1,1,0,0,1,1,1,1,1,1,21,South,Semi-Furnished,0,1,1,0,24/7 Supply,None,2.43,0.96,3.07,70.28,8.1,9.5,9.1,6.3,4.1,195,47430000
India,Karnataka,Hubli-Dharwad,Vidyanagar,Super Built-up,1104,832,693,20,1,1,1,1,1,0,1,0,1,2,1,1,1,0,1,22,North-West,Unfurnished,0,1,1,0,Corporation + Borewell,Full,2.67,1.3,1.22,67.5,7.9,9.3,9.6,8.5,7.1,125,15370000
India,Punjab & Chandigarh,Ludhiana,Sarabha Nagar,Carpet Area,1858,1531,1237,10,4,2,2,0,1,1,1,0,1,1,0,0,0,0,1,23,East,Fully-Furnished,0,1,1,0,Corporation + Borewell,Full,0.63,1.97,1.92,38.9,9.5,9.0,9.4,7.7,4.3,96,28340000
India,Gujarat,Vadodara,Bhayli Village,Plot Area,1516,1207,1041,2,1,2,2,3,1,1,1,0,0,1,1,0,1,0,0,13,North-West,Fully-Furnished,0,1,0,0,Borewell Only,Full,4.07,15.17,26.87,48.76,6.7,2.4,1.9,7.6,9.5,47,6730000
India,Maharashtra,Pune,Koregaon Park,Carpet Area,1829,1344,1135,4,1,2,2,0,1,1,1,0,0,2,1,1,1,0,1,19,East,Fully-Furnished,0,1,1,1,24/7 Supply,Full,2.71,1.48,7.38,72.1,7.8,9.3,7.8,8.1,7.6,173,34490000
India,Karnataka,Mangalore,Bejai,Super Built-up,1817,1253,1039,10,7,2,1,0,1,1,1,0,0,2,1,1,0,0,1,10,North-West,Unfurnished,0,0,0,0,24/7 Supply,Full,1.75,3.88,5.84,73.97,8.6,8.1,8.2,6.6,5.6,179,29570000
India,Punjab & Chandigarh,Ludhiana,BRS Nagar,Super Built-up,2236,1462,1202,4,4,3,3,2,1,1,1,0,0,3,0,0,1,0,1,13,East,Semi-Furnished,0,1,0,0,24/7 Supply,Full,0.69,0.79,5.93,43.08,9.4,9.6,8.2,6.9,7.1,171,18430000
India,Tamil Nadu,Madurai,SS Colony,Super Built-up,2895,1989,1632,20,2,3,2,1,1,1,1,1,1,2,0,0,0,0,1,6,North-West,Semi-Furnished,0,0,1,1,Corporation + Borewell,Full,2.5,5.06,2.43,39.04,8.0,7.5,9.3,8.1,7.6,129,19100000
India,West Bengal,Howrah,Bally,Super Built-up,1987,1311,1123,20,18,2,1,1,1,1,1,0,0,2,0,0,1,0,1,22,South-West,Semi-Furnished,1,0,1,0,24/7 Supply,Partial,2.0,3.29,0.78,23.25,8.4,8.4,9.8,8.4,6.2,74,10630000
India,Punjab & Chandigarh,Chandigarh,Manimajra Village,Plot Area,2216,1751,1506,2,1,3,2,2,2,1,1,1,1,1,1,0,0,0,0,23,North-East,Semi-Furnished,0,1,1,0,Borewell Only,None,11.13,18.08,29.33,71.36,1.1,1.0,1.2,7.8,9.6,72,6550000
India,Karnataka,Mangalore,Surathkal,Carpet Area,1836,1438,1154,30,28,2,3,2,1,1,1,0,1,3,0,0,1,0,1,13,North-East,Semi-Furnished,1,1,0,1,24/7 Supply,None,2.72,2.58,1.53,41.52,7.8,8.7,9.5,7.5,6.8,217,30650000
India,Rajasthan,Jaipur,Vaishali Nagar,Plot Area,2031,1284,1082,4,4,2,2,1,1,1,1,0,0,1,1,0,1,0,1,4,South-East,Unfurnished,0,1,0,0,Corporation + Borewell,Full,0.76,5.75,2.83,26.19,9.4,7.1,9.2,7.1,7.1,100,11050000
India,Delhi NCR,Delhi,Chhatarpur Village,Plot Area,2772,1746,1432,2,1,3,3,3,1,1,1,1,0,1,1,0,0,0,0,0,North-West,Semi-Furnished,0,1,1,1,Borewell Only,Full,10.27,6.09,39.24,36.64,1.8,7.0,1.0,9.7,9.6,41,7740000
India,Gujarat,Surat,Adajan,Carpet Area,3968,2693,2315,10,1,4,5,0,1,1,1,0,0,0,1,0,1,0,1,11,North-West,Semi-Furnished,0,1,0,1,Corporation + Borewell,Partial,0.68,5.92,2.91,45.46,9.5,7.0,9.1,7.3,6.8,151,43260000
India,Punjab & Chandigarh,Ludhiana,Model Town,Super Built-up,1124,715,608,10,5,1,2,1,1,1,1,1,0,1,0,0,0,0,1,6,South-East,Semi-Furnished,1,1,0,0,24/7 Supply,Full,0.44,2.51,3.19,62.57,9.6,8.7,9.0,7.1,7.9,121,18180000
India,Tamil Nadu,Madurai,SS Colony,Super Built-up,3357,2555,2174,30,12,5,5,0,2,1,1,0,0,1,1,1,0,0,1,3,North-East,Fully-Furnished,0,0,1,1,Corporation + Borewell,Full,2.2,2.93,0.93,20.38,8.2,8.5,9.7,7.9,7.9,157,48470000
India,Punjab & Chandigarh,Chandigarh,Manimajra Village,Plot Area,2659,2037,1755,2,1,3,3,2,1,1,1,0,1,1,1,0,0,0,0,0,West,Semi-Furnished,0,1,1,1,Borewell Only,Partial,9.84,12.45,42.29,72.73,2.1,3.8,1.0,8.2,7.7,50,10650000
India,Maharashtra,Nashik,College Road,Super Built-up,3655,2373,1931,10,2,5,5,2,2,1,2,1,0,1,0,0,0,0,1,0,North-West,Semi-Furnished,0,0,1,0,Corporation + Borewell,Partial,3.17,0.99,3.59,51.7,7.5,9.5,8.9,7.9,6.4,116,51280000
India,Tamil Nadu,Chennai,Sholinganallur,Super Built-up,2106,1552,1242,10,2,2,2,0,1,1,1,0,0,1,0,1,0,0,1,6,North-West,Semi-Furnished,1,0,1,1,Corporation + Borewell,Partial,2.02,4.99,2.05,43.29,8.4,7.5,9.4,7.0,8.3,66,15900000
India,Punjab & Chandigarh,Amritsar,Ranjit Avenue,Super Built-up,3393,2210,1784,10,9,3,2,2,1,1,1,1,1,1,0,1,0,0,1,10,North-East,Fully-Furnished,0,1,1,1,24/7 Supply,Full,1.56,2.07,4.29,53.31,8.8,9.0,8.7,8.6,6.6,219,51010000
India,Telangana,Warangal,Subedari,Super Built-up,2557,1736,1399,10,6,3,3,2,1,1,1,1,0,2,0,0,0,0,1,13,South-East,Unfurnished,1,1,1,0,24/7 Supply,Full,1.89,1.82,1.02,60.36,8.5,9.1,9.7,9.1,5.4,208,13990000
India,Rajasthan,Udaipur,Bhuwana Village,Plot Area,1182,790,654,2,2,1,1,3,1,0,1,0,0,0,1,0,1,1,0,8,North-West,Fully-Furnished,0,1,0,0,Borewell Only,Partial,4.42,3.42,18.37,59.43,6.5,8.3,4.5,8.0,7.7,33,2610000
India,Gujarat,Vadodara,Bhayli Village,Plot Area,1863,1225,1050,2,2,2,3,3,1,1,1,0,0,0,1,0,1,0,0,11,East,Unfurnished,0,1,0,1,Borewell Only,Full,5.49,15.72,15.21,79.87,5.6,2.1,5.4,8.5,8.6,38,4230000
India,Kerala,Thiruvananthapuram,Kazhakkoottam,Super Built-up,2806,2331,1898,10,9,4,5,2,1,1,1,0,0,1,1,1,0,0,1,20,West,Fully-Furnished,0,1,0,0,Corporation + Borewell,Partial,2.38,3.72,3.98,47.04,8.1,8.1,8.8,7.0,5.3,219,24160000
India,Gujarat,Surat,Hazira Village,Plot Area,1469,1106,895,2,2,2,3,1,1,1,1,1,0,1,1,0,1,0,0,4,South-West,Semi-Furnished,0,1,1,0,Borewell Only,Full,9.88,13.82,36.15,55.88,2.1,3.1,1.0,9.2,7.6,47,4020000
India,Delhi NCR,Noida,Sector 62,Super Built-up,2050,1643,1370,20,20,3,2,3,1,1,1,0,0,2,0,0,1,0,1,6,North,Semi-Furnished,1,0,0,0,24/7 Supply,None,3.17,2.7,3.44,20.39,7.5,8.7,9.0,8.7,7.6,150,35600000
India,Punjab & Chandigarh,Chandigarh,Manimajra Village,Plot Area,2259,1485,1286,2,2,3,3,0,1,1,1,0,0,0,1,0,1,0,0,24,South,Semi-Furnished,0,1,0,1,Borewell Only,Full,5.89,13.39,29.83,53.26,5.3,3.3,1.1,7.8,7.9,48,2970000
India,Delhi NCR,Gurugram,DLF Phase 5,Super Built-up,2142,1746,1493,4,2,3,3,3,1,1,1,1,0,1,0,0,1,0,1,24,East,Fully-Furnished,1,0,0,1,Corporation + Borewell,Full,2.63,1.96,1.63,47.17,7.9,9.0,9.5,8.3,8.0,166,29550000
India,Tamil Nadu,Coimbatore,Peelamedu,Super Built-up,2212,1772,1426,10,7,3,2,1,1,1,1,0,1,3,0,1,0,0,1,18,North-East,Semi-Furnished,1,1,0,1,24/7 Supply,Full,2.91,3.69,3.38,40.52,7.7,8.2,9.0,7.9,6.1,147,37470000
India,West Bengal,Kolkata,Sonarpur Village,Plot Area,753,595,506,2,2,1,1,2,1,0,1,1,0,1,1,0,1,0,0,9,North-West,Unfurnished,0,1,1,1,Borewell Only,None,9.61,15.35,30.33,40.93,2.3,2.3,1.0,8.1,9.8,37,1540000
India,Kerala,Thiruvananthapuram,Kovalam Village,Plot Area,5038,3308,2828,2,2,5,6,3,2,1,1,0,1,1,1,0,1,1,0,24,West,Unfurnished,0,1,0,1,Borewell Only,Full,6.09,15.24,41.65,75.31,5.1,2.4,1.0,9.1,9.8,40,5930000
India,Delhi NCR,Gurugram,Sohna Village,Plot Area,1506,1022,863,2,1,2,2,2,1,1,1,0,0,2,1,0,0,0,0,16,West,Semi-Furnished,0,1,0,1,Borewell Only,None,2.68,6.69,28.45,72.03,7.9,6.7,1.5,7.8,8.0,63,6960000
India,West Bengal,Howrah,Shibpur,Super Built-up,2570,1884,1589,20,10,3,3,0,2,1,1,1,1,1,0,0,0,0,1,10,South-West,Semi-Furnished,0,0,1,0,24/7 Supply,Full,0.54,5.86,1.38,49.3,9.6,7.1,9.6,6.9,4.6,142,17060000
India,Rajasthan,Jaipur,Malviya Nagar,Super Built-up,2406,1629,1343,10,2,3,3,3,1,1,1,0,1,1,0,1,1,0,1,14,South-West,Unfurnished,1,0,1,1,Corporation + Borewell,Partial,1.54,3.37,5.36,74.5,8.8,8.3,8.4,8.5,4.1,84,26670000
India,Uttar Pradesh,Kanpur,Swaroop Nagar,Carpet Area,3823,2497,2139,10,8,4,4,1,1,1,1,1,0,1,1,0,0,0,1,12,South,Semi-Furnished,0,0,0,1,Corporation + Borewell,Partial,0.74,4.44,1.18,34.2,9.4,7.8,9.6,8.6,6.1,132,23130000
India,Maharashtra,Nagpur,Besa,Super Built-up,3626,2459,2097,10,3,4,4,0,2,1,1,1,1,2,0,1,0,0,1,23,West,Unfurnished,1,1,0,0,24/7 Supply,Partial,2.1,3.27,4.86,28.44,8.3,8.4,8.5,8.1,7.9,85,41070000
India,West Bengal,Kolkata,Park Street,Super Built-up,1786,1412,1161,4,1,2,2,0,1,1,1,0,0,2,1,0,1,0,1,22,South-West,Unfurnished,1,1,0,0,Corporation + Borewell,Partial,1.61,3.64,4.05,55.88,8.7,8.2,8.8,6.6,5.8,107,19460000
India,Punjab & Chandigarh,Chandigarh,Manimajra Village,Plot Area,3535,2408,1966,2,2,5,5,0,1,1,2,0,0,1,1,0,1,0,0,4,West,Semi-Furnished,0,1,1,1,Borewell Only,Full,3.28,13.03,39.74,58.62,7.4,3.5,1.0,8.1,8.7,55,7130000
India,Kerala,Kochi,Edappally,Super Built-up,863,710,571,10,9,1,1,1,1,1,1,0,0,1,0,0,0,0,1,10,North,Unfurnished,1,0,0,1,Corporation + Borewell,None,2.56,4.21,5.17,21.71,8.0,7.9,8.4,8.3,7.5,114,9550000
